data_status,response_id,version,position,scenario,scenario_sector,data_signal,accountability,choice_key,over_reliance,accuracy,confidence,perceived_stakes,verification_intent,options_asked,options_generated,seconds_on_page,attn_shown,attn_correct,use_frequency,role,sector,experience,seniority,org_size,analytics_familiarity,dissent_route,follow_up,attn_pass,attn_total,mc_immediate_correct,mc_count_response,mc_count_correct,suspicion_pattern,suspicion_text,started,submitted,total_seconds,interview_mode,submitted_at,consent_quotes,consent_storage,consent_confidential,consent_date,country,iv_sector,job_title,level,years_experience,dashboard_frequency,people_responsible,stale_warning_shown,bi_training,age_band,qualification,Q1_text,Q2_text,Q3_text,Q4_text,Q5_text,Q6_text,Q7_text,Q8_text,Q9_text,Q10_prompt,Q10_text,Q11_text,Q12_text,R1,R2,R3,R4,R5,R6,R7,R8,blame_asymmetry_R5_minus_R4,behavioural_profile,fault_detected,objection_raised,objection_recorded,objection_answered,outcome,codes,iv_total_seconds
COLLECTED,S038,2,2,ward,Healthcare,visible,auditable,partial,0,0,5,7,0,0,,67,0,,Daily,Analyst or specialist supporting decisions,Energy and utilities,5 to 9 years,Manager,"5,000 or more",4,1,0,2,2,0,3,0,1,It is checking automation bias I believe. Each scenario had a hidden data fault.,2026-08-06T05:50:28.000Z,2026-08-06T06:05:47.000Z,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S038,2,3,pricing,Consumer goods,visible,own,partial,0,0,6,7,1,1,3,93,1,1,Daily,Analyst or specialist supporting decisions,Energy and utilities,5 to 9 years,Manager,"5,000 or more",4,1,0,2,2,0,3,0,1,It is checking automation bias I believe. Each scenario had a hidden data fault.,2026-08-06T05:50:28.000Z,2026-08-06T06:05:47.000Z,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S038,2,4,retention,Technology,hidden,auditable,partial,0,0,5,6,0,0,,43,0,,Daily,Analyst or specialist supporting decisions,Energy and utilities,5 to 9 years,Manager,"5,000 or more",4,1,0,2,2,0,3,0,1,It is checking automation bias I believe. Each scenario had a hidden data fault.,2026-08-06T05:50:28.000Z,2026-08-06T06:05:47.000Z,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S038,2,5,freight,Logistics,visible,own,correct,0,1,6,5,1,0,,38,0,,Daily,Analyst or specialist supporting decisions,Energy and utilities,5 to 9 years,Manager,"5,000 or more",4,1,0,2,2,0,3,0,1,It is checking automation bias I believe. Each scenario had a hidden data fault.,2026-08-06T05:50:28.000Z,2026-08-06T06:05:47.000Z,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S038,2,6,supplier,Manufacturing,hidden,own,correct,0,1,6,7,1,0,,29,1,1,Daily,Analyst or specialist supporting decisions,Energy and utilities,5 to 9 years,Manager,"5,000 or more",4,1,0,2,2,0,3,0,1,It is checking automation bias I believe. Each scenario had a hidden data fault.,2026-08-06T05:50:28.000Z,2026-08-06T06:05:47.000Z,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S038,2,7,kiln,Industrial,hidden,own,correct,0,1,6,6,1,1,5,94,0,,Daily,Analyst or specialist supporting decisions,Energy and utilities,5 to 9 years,Manager,"5,000 or more",4,1,0,2,2,0,3,0,1,It is checking automation bias I believe. Each scenario had a hidden data fault.,2026-08-06T05:50:28.000Z,2026-08-06T06:05:47.000Z,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S038,2,8,fraud,Financial services,hidden,auditable,correct,0,1,4,6,1,0,,65,0,,Daily,Analyst or specialist supporting decisions,Energy and utilities,5 to 9 years,Manager,"5,000 or more",4,1,0,2,2,0,3,0,1,It is checking automation bias I believe. Each scenario had a hidden data fault.,2026-08-06T05:50:28.000Z,2026-08-06T06:05:47.000Z,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S039,0,1,supplier,Manufacturing,visible,own,correct,0,1,5,7,1,1,1,124,0,,Daily,Analyst or specialist supporting decisions,Other,2 to 4 years,Analyst or executive,"1,000 to 4,999",3,1,0,2,2,1,2,0,1,"Whether a data quality notice makes any difference to the decision, honestly I think for many people it will not.",2026-08-06T09:25:11.000Z,2026-08-06T09:42:44.000Z,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S039,0,2,retention,Technology,visible,auditable,dashboard,1,0,5,7,0,1,1,110,0,,Daily,Analyst or specialist supporting decisions,Other,2 to 4 years,Analyst or executive,"1,000 to 4,999",3,1,0,2,2,1,2,0,1,"Whether a data quality notice makes any difference to the decision, honestly I think for many people it will not.",2026-08-06T09:25:11.000Z,2026-08-06T09:42:44.000Z,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S039,0,3,kiln,Industrial,visible,own,correct,0,1,6,7,1,0,,76,1,1,Daily,Analyst or specialist supporting decisions,Other,2 to 4 years,Analyst or executive,"1,000 to 4,999",3,1,0,2,2,1,2,0,1,"Whether a data quality notice makes any difference to the decision, honestly I think for many people it will not.",2026-08-06T09:25:11.000Z,2026-08-06T09:42:44.000Z,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S039,0,4,freight,Logistics,hidden,own,dashboard,1,0,6,7,0,0,,52,0,,Daily,Analyst or specialist supporting decisions,Other,2 to 4 years,Analyst or executive,"1,000 to 4,999",3,1,0,2,2,1,2,0,1,"Whether a data quality notice makes any difference to the decision, honestly I think for many people it will not.",2026-08-06T09:25:11.000Z,2026-08-06T09:42:44.000Z,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S039,0,5,pricing,Consumer goods,hidden,own,correct,0,1,7,6,1,0,,69,0,,Daily,Analyst or specialist supporting decisions,Other,2 to 4 years,Analyst or executive,"1,000 to 4,999",3,1,0,2,2,1,2,0,1,"Whether a data quality notice makes any difference to the decision, honestly I think for many people it will not.",2026-08-06T09:25:11.000Z,2026-08-06T09:42:44.000Z,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S039,0,6,ward,Healthcare,hidden,auditable,dashboard,1,0,7,6,0,1,2,110,1,1,Daily,Analyst or specialist supporting decisions,Other,2 to 4 years,Analyst or executive,"1,000 to 4,999",3,1,0,2,2,1,2,0,1,"Whether a data quality notice makes any difference to the decision, honestly I think for many people it will not.",2026-08-06T09:25:11.000Z,2026-08-06T09:42:44.000Z,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S039,0,7,fraud,Financial services,visible,auditable,dashboard,1,0,5,7,0,0,,99,0,,Daily,Analyst or specialist supporting decisions,Other,2 to 4 years,Analyst or executive,"1,000 to 4,999",3,1,0,2,2,1,2,0,1,"Whether a data quality notice makes any difference to the decision, honestly I think for many people it will not.",2026-08-06T09:25:11.000Z,2026-08-06T09:42:44.000Z,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S039,0,8,kovai,Retail,hidden,auditable,correct,0,1,5,6,1,0,,53,0,,Daily,Analyst or specialist supporting decisions,Other,2 to 4 years,Analyst or executive,"1,000 to 4,999",3,1,0,2,2,1,2,0,1,"Whether a data quality notice makes any difference to the decision, honestly I think for many people it will not.",2026-08-06T09:25:11.000Z,2026-08-06T09:42:44.000Z,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S040,3,1,freight,Logistics,hidden,auditable,dashboard,1,0,4,7,0,1,2,137,0,,Several times a week,Manager with budget or people responsibility,Technology and software,15 years or more,Senior manager or head of function,250 to 999,3,0,0,2,2,1,4,1,1,Hard to say. Maybe how experience changes how much you question a report.,2026-08-06T11:52:09.000Z,2026-08-06T12:13:26.000Z,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S040,3,2,kiln,Industrial,visible,auditable,dashboard,1,0,4,7,0,0,,94,0,,Several times a week,Manager with budget or people responsibility,Technology and software,15 years or more,Senior manager or head of function,250 to 999,3,0,0,2,2,1,4,1,1,Hard to say. Maybe how experience changes how much you question a report.,2026-08-06T11:52:09.000Z,2026-08-06T12:13:26.000Z,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S040,3,3,retention,Technology,hidden,own,dashboard,1,0,6,7,1,1,0,87,1,1,Several times a week,Manager with budget or people responsibility,Technology and software,15 years or more,Senior manager or head of function,250 to 999,3,0,0,2,2,1,4,1,1,Hard to say. Maybe how experience changes how much you question a report.,2026-08-06T11:52:09.000Z,2026-08-06T12:13:26.000Z,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S040,3,4,fraud,Financial services,hidden,own,dashboard,1,0,6,7,0,0,,136,0,,Several times a week,Manager with budget or people responsibility,Technology and software,15 years or more,Senior manager or head of function,250 to 999,3,0,0,2,2,1,4,1,1,Hard to say. Maybe how experience changes how much you question a report.,2026-08-06T11:52:09.000Z,2026-08-06T12:13:26.000Z,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S040,3,5,supplier,Manufacturing,visible,auditable,partial,0,0,6,7,1,0,,48,0,,Several times a week,Manager with budget or people responsibility,Technology and software,15 years or more,Senior manager or head of function,250 to 999,3,0,0,2,2,1,4,1,1,Hard to say. Maybe how experience changes how much you question a report.,2026-08-06T11:52:09.000Z,2026-08-06T12:13:26.000Z,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S040,3,6,pricing,Consumer goods,hidden,auditable,dashboard,1,0,5,7,0,0,,73,1,1,Several times a week,Manager with budget or people responsibility,Technology and software,15 years or more,Senior manager or head of function,250 to 999,3,0,0,2,2,1,4,1,1,Hard to say. Maybe how experience changes how much you question a report.,2026-08-06T11:52:09.000Z,2026-08-06T12:13:26.000Z,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S040,3,7,kovai,Retail,visible,own,dashboard,1,0,5,7,0,0,,84,0,,Several times a week,Manager with budget or people responsibility,Technology and software,15 years or more,Senior manager or head of function,250 to 999,3,0,0,2,2,1,4,1,1,Hard to say. Maybe how experience changes how much you question a report.,2026-08-06T11:52:09.000Z,2026-08-06T12:13:26.000Z,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S040,3,8,ward,Healthcare,visible,own,partial,0,0,5,7,1,1,2,125,0,,Several times a week,Manager with budget or people responsibility,Technology and software,15 years or more,Senior manager or head of function,250 to 999,3,0,0,2,2,1,4,1,1,Hard to say. Maybe how experience changes how much you question a report.,2026-08-06T11:52:09.000Z,2026-08-06T12:13:26.000Z,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S041,1,1,pricing,Consumer goods,visible,auditable,partial,0,0,6,7,1,1,3,190,0,,Several times a week,Manager with budget or people responsibility,Other,15 years or more,Senior manager or head of function,Fewer than 50,4,3,0,2,2,1,4,1,0,To see how managers deal with situations where the data is not complete.,2026-08-06T12:35:49.000Z,2026-08-06T13:06:29.000Z,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S041,1,2,ward,Healthcare,hidden,own,correct,0,1,5,7,1,1,4,246,0,,Several times a week,Manager with budget or people responsibility,Other,15 years or more,Senior manager or head of function,Fewer than 50,4,3,0,2,2,1,4,1,0,To see how managers deal with situations where the data is not complete.,2026-08-06T12:35:49.000Z,2026-08-06T13:06:29.000Z,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S041,1,3,kovai,Retail,hidden,own,other,0,0,5,6,1,0,,164,1,1,Several times a week,Manager with budget or people responsibility,Other,15 years or more,Senior manager or head of function,Fewer than 50,4,3,0,2,2,1,4,1,0,To see how managers deal with situations where the data is not complete.,2026-08-06T12:35:49.000Z,2026-08-06T13:06:29.000Z,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S041,1,4,kiln,Industrial,hidden,auditable,partial,0,0,5,7,0,0,,103,0,,Several times a week,Manager with budget or people responsibility,Other,15 years or more,Senior manager or head of function,Fewer than 50,4,3,0,2,2,1,4,1,0,To see how managers deal with situations where the data is not complete.,2026-08-06T12:35:49.000Z,2026-08-06T13:06:29.000Z,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S041,1,5,fraud,Financial services,visible,own,correct,0,1,6,7,1,1,2,229,0,,Several times a week,Manager with budget or people responsibility,Other,15 years or more,Senior manager or head of function,Fewer than 50,4,3,0,2,2,1,4,1,0,To see how managers deal with situations where the data is not complete.,2026-08-06T12:35:49.000Z,2026-08-06T13:06:29.000Z,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S041,1,6,supplier,Manufacturing,hidden,auditable,other,0,0,4,7,1,0,,119,1,1,Several times a week,Manager with budget or people responsibility,Other,15 years or more,Senior manager or head of function,Fewer than 50,4,3,0,2,2,1,4,1,0,To see how managers deal with situations where the data is not complete.,2026-08-06T12:35:49.000Z,2026-08-06T13:06:29.000Z,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S041,1,7,freight,Logistics,visible,auditable,correct,0,1,4,6,1,0,,66,0,,Several times a week,Manager with budget or people responsibility,Other,15 years or more,Senior manager or head of function,Fewer than 50,4,3,0,2,2,1,4,1,0,To see how managers deal with situations where the data is not complete.,2026-08-06T12:35:49.000Z,2026-08-06T13:06:29.000Z,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S041,1,8,retention,Technology,visible,own,correct,0,1,5,7,0,0,,111,0,,Several times a week,Manager with budget or people responsibility,Other,15 years or more,Senior manager or head of function,Fewer than 50,4,3,0,2,2,1,4,1,0,To see how managers deal with situations where the data is not complete.,2026-08-06T12:35:49.000Z,2026-08-06T13:06:29.000Z,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S042,0,1,supplier,Manufacturing,visible,own,partial,0,0,4,6,1,1,3,146,0,,Daily,Manager with budget or people responsibility,Retail and consumer goods,2 to 4 years,Manager,"5,000 or more",3,1,0,2,2,1,2,0,0,,2026-08-07T06:18:01.000Z,2026-08-07T06:41:17.000Z,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S042,0,2,retention,Technology,visible,auditable,partial,0,0,5,6,0,1,1,147,0,,Daily,Manager with budget or people responsibility,Retail and consumer goods,2 to 4 years,Manager,"5,000 or more",3,1,0,2,2,1,2,0,0,,2026-08-07T06:18:01.000Z,2026-08-07T06:41:17.000Z,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S042,0,3,ward,Healthcare,hidden,auditable,partial,0,0,4,7,1,0,,66,1,1,Daily,Manager with budget or people responsibility,Retail and consumer goods,2 to 4 years,Manager,"5,000 or more",3,1,0,2,2,1,2,0,0,,2026-08-07T06:18:01.000Z,2026-08-07T06:41:17.000Z,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S042,0,4,kiln,Industrial,visible,own,correct,0,1,5,6,1,0,,133,0,,Daily,Manager with budget or people responsibility,Retail and consumer goods,2 to 4 years,Manager,"5,000 or more",3,1,0,2,2,1,2,0,0,,2026-08-07T06:18:01.000Z,2026-08-07T06:41:17.000Z,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S042,0,5,pricing,Consumer goods,hidden,own,partial,0,0,5,7,1,0,,66,0,,Daily,Manager with budget or people responsibility,Retail and consumer goods,2 to 4 years,Manager,"5,000 or more",3,1,0,2,2,1,2,0,0,,2026-08-07T06:18:01.000Z,2026-08-07T06:41:17.000Z,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S042,0,6,freight,Logistics,hidden,own,dashboard,1,0,6,7,0,0,,62,1,1,Daily,Manager with budget or people responsibility,Retail and consumer goods,2 to 4 years,Manager,"5,000 or more",3,1,0,2,2,1,2,0,0,,2026-08-07T06:18:01.000Z,2026-08-07T06:41:17.000Z,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S042,0,7,fraud,Financial services,visible,auditable,partial,0,0,4,7,1,1,2,121,0,,Daily,Manager with budget or people responsibility,Retail and consumer goods,2 to 4 years,Manager,"5,000 or more",3,1,0,2,2,1,2,0,0,,2026-08-07T06:18:01.000Z,2026-08-07T06:41:17.000Z,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S042,0,8,kovai,Retail,hidden,auditable,dashboard,1,0,7,6,0,0,,76,0,,Daily,Manager with budget or people responsibility,Retail and consumer goods,2 to 4 years,Manager,"5,000 or more",3,1,0,2,2,1,2,0,0,,2026-08-07T06:18:01.000Z,2026-08-07T06:41:17.000Z,1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S043,2,1,kovai,Retail,visible,auditable,other,0,0,3,4,1,0,,59,0,,Several times a week,Manager with budget or people responsibility,Banking and financial services,5 to 9 years,Manager,"5,000 or more",3,2,0,2,2,1,2,0,1,,2026-08-07T06:53:41.000Z,2026-08-07T07:04:18.000Z,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S043,2,2,supplier,Manufacturing,hidden,own,dashboard,1,0,5,6,0,1,4,86,0,,Several times a week,Manager with budget or people responsibility,Banking and financial services,5 to 9 years,Manager,"5,000 or more",3,2,0,2,2,1,2,0,1,,2026-08-07T06:53:41.000Z,2026-08-07T07:04:18.000Z,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S043,2,3,pricing,Consumer goods,visible,own,dashboard,1,0,4,5,0,0,,57,1,1,Several times a week,Manager with budget or people responsibility,Banking and financial services,5 to 9 years,Manager,"5,000 or more",3,2,0,2,2,1,2,0,1,,2026-08-07T06:53:41.000Z,2026-08-07T07:04:18.000Z,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S043,2,4,fraud,Financial services,hidden,auditable,dashboard,1,0,5,7,0,0,,28,0,,Several times a week,Manager with budget or people responsibility,Banking and financial services,5 to 9 years,Manager,"5,000 or more",3,2,0,2,2,1,2,0,1,,2026-08-07T06:53:41.000Z,2026-08-07T07:04:18.000Z,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S043,2,5,freight,Logistics,visible,own,dashboard,1,0,4,5,1,0,,31,0,,Several times a week,Manager with budget or people responsibility,Banking and financial services,5 to 9 years,Manager,"5,000 or more",3,2,0,2,2,1,2,0,1,,2026-08-07T06:53:41.000Z,2026-08-07T07:04:18.000Z,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S043,2,6,ward,Healthcare,visible,auditable,partial,0,0,5,6,1,1,0,58,1,1,Several times a week,Manager with budget or people responsibility,Banking and financial services,5 to 9 years,Manager,"5,000 or more",3,2,0,2,2,1,2,0,1,,2026-08-07T06:53:41.000Z,2026-08-07T07:04:18.000Z,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S043,2,7,kiln,Industrial,hidden,own,dashboard,1,0,6,7,1,1,0,48,0,,Several times a week,Manager with budget or people responsibility,Banking and financial services,5 to 9 years,Manager,"5,000 or more",3,2,0,2,2,1,2,0,1,,2026-08-07T06:53:41.000Z,2026-08-07T07:04:18.000Z,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S043,2,8,retention,Technology,hidden,auditable,dashboard,1,0,5,6,0,0,,29,0,,Several times a week,Manager with budget or people responsibility,Banking and financial services,5 to 9 years,Manager,"5,000 or more",3,2,0,2,2,1,2,0,1,,2026-08-07T06:53:41.000Z,2026-08-07T07:04:18.000Z,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S044,2,1,supplier,Manufacturing,hidden,own,correct,0,1,6,4,0,1,2,135,0,,Several times a week,Manager with budget or people responsibility,Other,10 to 14 years,Team lead or assistant manager,50 to 249,4,1,1,2,2,1,5,0,0,To understand what qualities a good decision maker has.,2026-08-07T07:31:11.000Z,2026-08-07T07:53:14.000Z,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S044,2,2,fraud,Financial services,hidden,auditable,correct,0,1,5,6,0,0,,95,0,,Several times a week,Manager with budget or people responsibility,Other,10 to 14 years,Team lead or assistant manager,50 to 249,4,1,1,2,2,1,5,0,0,To understand what qualities a good decision maker has.,2026-08-07T07:31:11.000Z,2026-08-07T07:53:14.000Z,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S044,2,3,ward,Healthcare,visible,auditable,correct,0,1,6,6,1,0,,77,1,1,Several times a week,Manager with budget or people responsibility,Other,10 to 14 years,Team lead or assistant manager,50 to 249,4,1,1,2,2,1,5,0,0,To understand what qualities a good decision maker has.,2026-08-07T07:31:11.000Z,2026-08-07T07:53:14.000Z,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S044,2,4,retention,Technology,hidden,auditable,partial,0,0,7,5,1,1,1,95,0,,Several times a week,Manager with budget or people responsibility,Other,10 to 14 years,Team lead or assistant manager,50 to 249,4,1,1,2,2,1,5,0,0,To understand what qualities a good decision maker has.,2026-08-07T07:31:11.000Z,2026-08-07T07:53:14.000Z,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S044,2,5,pricing,Consumer goods,visible,own,other,0,0,4,6,0,0,,366,0,,Several times a week,Manager with budget or people responsibility,Other,10 to 14 years,Team lead or assistant manager,50 to 249,4,1,1,2,2,1,5,0,0,To understand what qualities a good decision maker has.,2026-08-07T07:31:11.000Z,2026-08-07T07:53:14.000Z,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S044,2,6,kovai,Retail,visible,auditable,partial,0,0,5,4,0,0,,52,1,1,Several times a week,Manager with budget or people responsibility,Other,10 to 14 years,Team lead or assistant manager,50 to 249,4,1,1,2,2,1,5,0,0,To understand what qualities a good decision maker has.,2026-08-07T07:31:11.000Z,2026-08-07T07:53:14.000Z,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S044,2,7,kiln,Industrial,hidden,own,dashboard,1,0,6,6,0,1,2,76,0,,Several times a week,Manager with budget or people responsibility,Other,10 to 14 years,Team lead or assistant manager,50 to 249,4,1,1,2,2,1,5,0,0,To understand what qualities a good decision maker has.,2026-08-07T07:31:11.000Z,2026-08-07T07:53:14.000Z,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S044,2,8,freight,Logistics,visible,own,dashboard,1,0,6,4,0,0,,35,0,,Several times a week,Manager with budget or people responsibility,Other,10 to 14 years,Team lead or assistant manager,50 to 249,4,1,1,2,2,1,5,0,0,To understand what qualities a good decision maker has.,2026-08-07T07:31:11.000Z,2026-08-07T07:53:14.000Z,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S045,0,1,kovai,Retail,hidden,auditable,dashboard,1,0,5,4,1,0,,60,0,,About once a week,Senior leader or director,Manufacturing and industrial,10 to 14 years,Manager,"5,000 or more",4,3,0,2,2,1,2,0,1,How much weight local or informal knowledge gets against a formal report.,2026-08-07T08:38:06.000Z,2026-08-07T08:56:22.000Z,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S045,0,2,fraud,Financial services,visible,auditable,correct,0,1,6,6,1,0,,62,0,,About once a week,Senior leader or director,Manufacturing and industrial,10 to 14 years,Manager,"5,000 or more",4,3,0,2,2,1,2,0,1,How much weight local or informal knowledge gets against a formal report.,2026-08-07T08:38:06.000Z,2026-08-07T08:56:22.000Z,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S045,0,3,retention,Technology,visible,auditable,dashboard,1,0,4,7,1,1,1,132,1,1,About once a week,Senior leader or director,Manufacturing and industrial,10 to 14 years,Manager,"5,000 or more",4,3,0,2,2,1,2,0,1,How much weight local or informal knowledge gets against a formal report.,2026-08-07T08:38:06.000Z,2026-08-07T08:56:22.000Z,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S045,0,4,freight,Logistics,hidden,own,correct,0,1,6,5,1,0,,36,0,,About once a week,Senior leader or director,Manufacturing and industrial,10 to 14 years,Manager,"5,000 or more",4,3,0,2,2,1,2,0,1,How much weight local or informal knowledge gets against a formal report.,2026-08-07T08:38:06.000Z,2026-08-07T08:56:22.000Z,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S045,0,5,supplier,Manufacturing,visible,own,correct,0,1,4,6,0,1,3,133,0,,About once a week,Senior leader or director,Manufacturing and industrial,10 to 14 years,Manager,"5,000 or more",4,3,0,2,2,1,2,0,1,How much weight local or informal knowledge gets against a formal report.,2026-08-07T08:38:06.000Z,2026-08-07T08:56:22.000Z,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S045,0,6,pricing,Consumer goods,hidden,own,other,0,0,4,6,0,1,2,115,1,1,About once a week,Senior leader or director,Manufacturing and industrial,10 to 14 years,Manager,"5,000 or more",4,3,0,2,2,1,2,0,1,How much weight local or informal knowledge gets against a formal report.,2026-08-07T08:38:06.000Z,2026-08-07T08:56:22.000Z,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLLECTED,S045,0,7,kiln,Industrial,visible,own,correct,0,1,6,7,0,0,,48,0,,About once a week,Senior leader or director,Manufacturing and industrial,10 to 14 years,Manager,"5,000 or more",4,3,0,2,2,1,2,0,1,How much weight local or informal knowledge gets against a formal report.,2026-08-07T08:38:06.000Z,2026-08-07T08:56:22.000Z,1096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
